sno,SrNo,vno,Ayah,words,en,wc,Place
68,5293,23,فانطلقوا وهم يتخافتون,3,"So they departed, conversing in secret low tones, (saying)-",3,Meccan
68,5294,24,أن لا يدخلنها اليوم عليكم مسكين,6,"""Let not a single indigent person break in upon you into the (garden) this day.""",6,Meccan
68,5295,25,وغدوا على حرد قادرين,4,"And they opened the morning, strong in an (unjust) resolve.",4,Meccan
68,5296,26,فلما رأوها قالوا إنا لضالون,5,"But when they saw the (garden), they said: ""We have surely lost our way:",5,Meccan
68,5297,27,بل نحن محرومون,3,"""Indeed we are shut out (of the fruits of our labour)!""",3,Meccan
68,5298,28,قال أوسطهم ألم أقل لكم لولا تسبحون,7,"Said one of them, more just (than the rest): ""Did I not say to you, 'Why not glorify (Allah)?'""",7,Meccan
68,5299,29,قالوا سبحان ربنا إنا كنا ظالمين,6,"They said: ""Glory to our Lord! Verily we have been doing wrong!""",6,Meccan
68,5300,30,فأقبل بعضهم على بعض يتلاومون,5,"Then they turned, one against another, in reproach.",5,Meccan
68,5301,31,قالوا يا ويلنا إنا كنا طاغين,6,"They said: ""Alas for us! We have indeed transgressed!",6,Meccan
68,5302,32,عسى ربنا أن يبدلنا خيرا منها إنا إلى ربنا راغبون,10,"""It may be that our Lord will give us in exchange a better (garden) than this: for we do turn to Him (in repentance)!""",10,Meccan
68,5303,33,كذلك العذاب ولعذاب الآخرة أكبر لو كانوا يعلمون,8,"Such is the Punishment (in this life); but greater is the Punishment in the Hereafter,- if only they knew!",8,Meccan
68,5304,34,إن للمتقين عند ربهم جنات النعيم,6,"Verily, for the Righteous, are Gardens of Delight, in the Presence of their Lord.",6,Meccan
68,5305,35,أفنجعل المسلمين كالمجرمين,3,Shall We then treat the People of Faith like the People of Sin?,3,Meccan
68,5306,36,ما لكم كيف تحكمون,4,What is the matter with you? How judge ye?,4,Meccan
68,5307,37,أم لكم كتاب فيه تدرسون,5,Or have ye a book through which ye learn-,5,Meccan
68,5308,38,إن لكم فيه لما تخيرون,5,"That ye shall have, through it whatever ye choose?",5,Meccan
68,5309,39,أم لكم أيمان علينا بالغة إلى يوم القيامة إن لكم لما تحكمون,12,"Or have ye Covenants with Us to oath, reaching to the Day of Judgment, (providing) that ye shall have whatever ye shall demand?",12,Meccan
68,5310,40,سلهم أيهم بذلك زعيم,4,"Ask thou of them, which of them will stand surety for that!",4,Meccan
68,5311,41,أم لهم شركاء فليأتوا بشركائهم إن كانوا صادقين,8,"Or have they some ""Partners"" (in Allahhead)? Then let them produce their ""partners"", if they are truthful!",8,Meccan
68,5312,42,يوم يكشف عن ساق ويدعون إلى السجود فلا يستطيعون,9,"The Day that the shin shall be laid bare, and they shall be summoned to bow in adoration, but they shall not be able,-",9,Meccan
68,5313,43,خاشعة أبصارهم ترهقهم ذلة وقد كانوا يدعون إلى السجود وهم سالمون,11,"Their eyes will be cast down,- ignominy will cover them; seeing that they had been summoned aforetime to bow in adoration, while they were whole, (and had refused).",11,Meccan
68,5314,44,فذرني ومن يكذب بهذا الحديث سنستدرجهم من حيث لا يعلمون,10,Then leave Me alone with such as reject this Message: by degrees shall We punish them from directions they perceive not.,10,Meccan
68,5315,45,وأملي لهم إن كيدي متين,5,A (long) respite will I grant them: truly powerful is My Plan.,5,Meccan
68,5316,46,أم تسألهم أجرا فهم من مغرم مثقلون,7,"Or is it that thou dost ask them for a reward, so that they are burdened with a load of debt?-",7,Meccan
68,5317,47,أم عندهم الغيب فهم يكتبون,5,"Or that the Unseen is in their hands, so that they can write it down?",5,Meccan
68,5318,48,فاصبر لحكم ربك ولا تكن كصاحب الحوت إذ نادى وهو مكظوم,11,"So wait with patience for the Command of thy Lord, and be not like the Companion of the Fish,- when he cried out in agony.",11,Meccan
68,5319,49,لولا أن تداركه نعمة من ربه لنبذ بالعراء وهو مذموم,10,"Had not Grace from his Lord reached him, he would indeed have been cast off on the naked shore, in disgrace.",10,Meccan
68,5320,50,فاجتباه ربه فجعله من الصالحين,5,Thus did his Lord choose him and make him of the Company of the Righteous.,5,Meccan
68,5321,51,وإن يكاد الذين كفروا ليزلقونك بأبصارهم لما سمعوا الذكر ويقولون إنه لمجنون,12,"And the Unbelievers would almost trip thee up with their eyes when they hear the Message; and they say: ""Surely he is possessed!""",12,Meccan
68,5322,52,وما هو إلا ذكر للعالمين,5,But it is nothing less than a Message to all the worlds.,5,Meccan
69,5323,1,بسم الله الرحمن الرحيم الحاقة,5,The Sure Reality!,1,Meccan
69,5324,2,ما الحاقة,2,What is the Sure Reality?,2,Meccan
69,5325,3,وما أدراك ما الحاقة,4,And what will make thee realise what the Sure Reality is?,4,Meccan
69,5326,4,كذبت ثمود وعاد بالقارعة,4,The Thamud and the 'Ad People (branded) as false the Stunning Calamity!,4,Meccan
69,5327,5,فأما ثمود فأهلكوا بالطاغية,4,"But the Thamud,- they were destroyed by a terrible Storm of thunder and lightning!",4,Meccan
69,5328,6,وأما عاد فأهلكوا بريح صرصر عاتية,6,"And the 'Ad, they were destroyed by a furious Wind, exceedingly violent;",6,Meccan
69,5329,7,سخرها عليهم سبع ليال وثمانية أيام حسوما فترى القوم فيها صرعى كأنهم أعجاز نخل خاوية,15,"He made it rage against them seven nights and eight days in succession: so that thou couldst see the (whole) people lying prostrate in its (path), as they had been roots of hollow palm-trees tumbled down!",15,Meccan
69,5330,8,فهل ترى لهم من باقية,5,Then seest thou any of them left surviving?,5,Meccan
69,5331,9,وجاء فرعون ومن قبله والمؤتفكات بالخاطئة,6,"And Pharaoh, and those before him, and the Cities Overthrown, committed habitual Sin.",6,Meccan
69,5332,10,فعصوا رسول ربهم فأخذهم أخذة رابية,6,And disobeyed (each) the messenger of their Lord; so He punished them with an abundant Penalty.,6,Meccan
69,5333,11,إنا لما طغى الماء حملناكم في الجارية,7,"We, when the water (of Noah's Flood) overflowed beyond its limits, carried you (mankind), in the floating (Ark),",7,Meccan
69,5334,12,لنجعلها لكم تذكرة وتعيها أذن واعية,6,"That We might make it a Message unto you, and that ears (that should hear the tale and) retain its memory should bear its (lessons) in remembrance.",6,Meccan
69,5335,13,فإذا نفخ في الصور نفخة واحدة,6,"Then, when one blast is sounded on the Trumpet,",6,Meccan
69,5336,14,وحملت الأرض والجبال فدكتا دكة واحدة,6,"And the earth is moved, and its mountains, and they are crushed to powder at one stroke,-",6,Meccan
69,5337,15,فيومئذ وقعت الواقعة,3,On that Day shall the (Great) Event come to pass.,3,Meccan
69,5338,16,وانشقت السماء فهي يومئذ واهية,5,"And the sky will be rent asunder, for it will that Day be flimsy,",5,Meccan
69,5339,17,والملك على أرجائها ويحمل عرش ربك فوقهم يومئذ ثمانية,9,"And the angels will be on its sides, and eight will, that Day, bear the Throne of thy Lord above them.",9,Meccan
69,5340,18,يومئذ تعرضون لا تخفى منكم خافية,6,That Day shall ye be brought to Judgment: not an act of yours that ye hide will be hidden.,6,Meccan
69,5341,19,فأما من أوتي كتابه بيمينه فيقول هاؤم اقرءوا كتابيه,9,"Then he that will be given his Record in his right hand will say: ""Ah here! Read ye my Record!",9,Meccan
69,5342,20,إني ظننت أني ملاق حسابيه,5,"""I did really understand that my Account would (One Day) reach me!""",5,Meccan
69,5343,21,فهو في عيشة راضية,4,"And he will be in a life of Bliss,",4,Meccan
69,5344,22,في جنة عالية,3,"In a Garden on high,",3,Meccan
69,5345,23,قطوفها دانية,2,The Fruits whereof (will hang in bunches) low and near.,2,Meccan
